transcript,label
"A parcel booked in your name containing illegal substances was intercepted at customs. This is being recorded as evidence for the Supreme Court proceeding. This is a call from RBI's Fraud Monitoring Cell. Transfer funds to this account for RBI clearance, failure to comply will result in arrest. Do not go to the police station yourself, we will guide you through the process here.",1
"This call is from Customs Department, Mumbai Airport division. Your bank account will be frozen in the next 30 minutes if you do not comply. Do not disconnect this video call under any circumstances, this is now an official proceeding. You must deposit funds into a government safe custody account for 24 hours, it will be refunded.",1
"You have been named in an FIR filed at Pune Police Station. This call is from Customs Department, Mumbai Airport division. Share the OTP sent to your phone so we can verify your account is not compromised. If you disconnect this call, a team will be sent to your residence within the hour. Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol. This is being recorded as evidence for the Supreme Court proceeding.",1
"This is Officer Khan calling from the Cyber Crime Cell, Mumbai. A parcel booked in your name containing illegal substances was intercepted at customs. Stay on this call and do not contact any lawyer until verification is complete. This call is from Customs Department, Mumbai Airport division. To verify your identity and clear your name, transfer Rs 5 to this RBI verification account.",1
"Good afternoon, this is a reminder call from Apollo Hospitals about your appointment scheduled for tomorrow at 10 AM.",0
"I am Inspector Singh from CBI Headquarters, Delhi. If you disconnect this call, a team will be sent to your residence within the hour. This is Officer Verma calling from the Cyber Crime Cell, Mumbai. Send Rs 50 via UPI to this ID immediately to avoid asset seizure.",1
Your Amazon account has been locked due to suspicious activity. Click here to verify: http://amazon-kyc-verify.com/update,1
"You are being contacted by the Enforcement Directorate regarding your bank account. I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. Your case reference number is REF471958, please note it down. Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol. Purchase gift cards worth Rs 15 and share the codes for verification purposes. This is a non-bailable offence. You must cooperate immediately or face digital arrest.",1
"Good morning, This is a survey call about your recent visit to our store, would you have two minutes to share feedback? Hi, just checking in about the delivery of your order, it should arrive by Thursday. Have a good day.",0
"Good morning, Hey, are we still meeting for lunch tomorrow? Let me know what time works. Have a good day.",0
"Dear customer, your Flipkart account will be suspended in 24 hours due to KYC non-compliance. Click here to verify: http://flipkart-kyc-verify.com/update",1
"You are being contacted by the Enforcement Directorate regarding your bank account. I am Inspector Iyer from CBI Headquarters, Delhi. Stay on this call and do not contact any lawyer until verification is complete. Your Aadhaar number has been used in a money laundering case involving Rs 5 lakh. To verify your identity and clear your name, transfer Rs 50 to this RBI verification account.",1
"I am a Sub-Inspector with the Narcotics Control Bureau. Stay on this call and do not contact any lawyer until verification is complete. Share the OTP sent to your phone so we can verify your account is not compromised. This call is from Customs Department, Mumbai Airport division. Your case reference number is REF820540, please note it down. A warrant has been issued for your arrest under Section 420 unless this is resolved today.",1
"Hi, Good afternoon, this is a reminder call from Apollo Hospitals about your appointment scheduled for tomorrow at 10 AM. This is a courtesy call from your insurance provider to remind you about your policy renewal, no urgent action is required. Thanks for your time.",0
"I am Inspector Nair from CBI Headquarters, Delhi. FIR number 130/2026 has been registered against you. Stay on this call and do not contact any lawyer until verification is complete. Your bank account will be frozen in the next 30 minutes if you do not comply. You are being contacted by the Enforcement Directorate regarding your bank account. Transfer funds to this account for RBI clearance, failure to comply will result in arrest.",1
